deep,1,32.3
deep,3,68.7
deep,10,188.4
deep,30,492.7
deep,100,1467.2
deep,300,4195.8
deep,1000,16211.0
deep,3000,52759.6
deep,10000,179309.6
deep,30000,545146.5
broad,1,29.1
broad,3,101.2
broad,10,306.6
broad,30,905.4
broad,100,2953.1
broad,300,8310.3
broad,1000,28688.4
broad,3000,87146.7
broad,10000,292496.8
broad,30000,892727.7
grid,1,30.4
grid,3,97.2
grid,10,203.2
grid,30,482.3
grid,100,1846.2
grid,300,5038.6
grid,1000,18978.6
grid,3000,57798.2
grid,10000,209619.6
grid,30000,575837.0
batch,1,32.5
batch,3,101.8
batch,10,347.5
batch,30,1023.8
batch,100,3379.9
batch,300,11584.0
batch,1000,36365.8
batch,3000,110913.7
batch,10000,383968.7
batch,30000,1180319.2
islands,1,1503.5
islands,3,1582.9
islands,10,1585.8
islands,30,1591.5
islands,100,1573.0
islands,300,1564.2
islands,1000,1562.2
islands,3000,1575.8
islands,10000,1582.2
islands,30000,1568.4
deep,1,34.0
deep,3,68.0
deep,10,193.9
deep,30,501.8
deep,100,1509.9
deep,300,4235.8
deep,1000,16073.8
deep,3000,52799.4
deep,10000,177663.0
deep,30000,543977.2
broad,1,31.6
broad,3,96.1
broad,10,313.5
broad,30,908.6
broad,100,2927.1
broad,300,8576.4
broad,1000,28397.5
broad,3000,85955.9
broad,10000,284927.0
broad,30000,879924.5
grid,1,35.2
grid,3,100.3
grid,10,206.0
grid,30,490.1
grid,100,1820.7
grid,300,5051.8
grid,1000,19143.1
grid,3000,59249.5
grid,10000,210357.4
grid,30000,578843.9
batch,1,38.9
batch,3,104.4
batch,10,357.4
batch,30,1063.6
batch,100,3484.4
batch,300,12312.0
batch,1000,38039.4
batch,3000,115147.5
batch,10000,397627.6
batch,30000,1204481.2
islands,1,1488.2
islands,3,1603.8
islands,10,1590.5
islands,30,1570.9
islands,100,1613.6
islands,300,1546.6
islands,1000,1526.2
islands,3000,1545.7
islands,10000,1547.7
islands,30000,1547.2
