broad,1,30.0
broad,2,65.8
broad,3,90.1
broad,10,302.2
broad,30,864.5
broad,100,2756.7
broad,300,9126.1
broad,1000,30367.1
broad,3000,90658.7
broad,10000,308301.9
broad,30000,895497.4
grid,1,30.8
grid,2,33.1
grid,3,111.2
grid,10,213.5
grid,30,496.5
grid,100,1787.8
grid,300,5189.2
grid,1000,20673.9
grid,3000,58095.2
grid,10000,212786.1
grid,30000,570165.5
deep,1,31.9
deep,2,54.1
deep,3,69.4
deep,10,197.8
deep,30,510.4
deep,100,1542.8
deep,300,4275.6
deep,1000,16316.4
deep,3000,53100.6
deep,10000,175875.3
deep,30000,539322.5
batch,1,35.9
batch,2,71.6
batch,3,109.8
batch,10,356.5
batch,30,1059.6
batch,100,3511.9
batch,300,13554.2
batch,1000,40264.6
batch,3000,116209.3
batch,10000,399233.0
batch,30000,1209068.1
islands,1,1468.0
islands,2,1492.6
islands,3,1477.3
islands,10,1464.3
islands,30,1444.4
islands,100,1435.8
islands,300,1482.4
islands,1000,1514.2
islands,3000,1496.0
islands,10000,1450.4
islands,30000,1464.7
