framework                        , test                                                         , time    
amadeus-it-group/tansu           , 3-5x500                                                      , 362.39  
amadeus-it-group/tansu           , 6-100x15 - dyn50%                                            , 498.48  
Vue                              , createSignals                                                , 5.81    
Vue                              , createComputations                                           , 220.90  
Vue                              , updateSignals                                                , 634.25  
Vue                              , avoidablePropagation                                         , 349.98  
Vue                              , broadPropagation                                             , 303.52  
Vue                              , deepPropagation                                              , 119.00  
Vue                              , diamond                                                      , 248.80  
Vue                              , mux                                                          , 251.12  
Vue                              , repeatedObservers                                            , 35.79   
Vue                              , triangle                                                     , 81.06   
Vue                              , unstable                                                     , 46.56   
Vue                              , molBench                                                     , 63.61   
Vue                              , cellx1000                                                    , 23.16   
Vue                              , cellx2500                                                    , 64.53   
Vue                              , 2-10x5 - lazy80%                                             , 591.68  
Vue                              , 6-10x10 - dyn25% - lazy80%                                   , 353.90  
Vue                              , 4-1000x12 - dyn5%                                            , 939.96  
Vue                              , 25-1000x5                                                    , 1118.20 
Vue                              , 3-5x500                                                      , 298.80  
Vue                              , 6-100x15 - dyn50%                                            , 513.45  
x-reactivity                     , createSignals                                                , 21.02   
x-reactivity                     , createComputations                                           , 638.09  
x-reactivity                     , updateSignals                                                , 2232.49 
x-reactivity                     , avoidablePropagation                                         , 528.49  
x-reactivity                     , broadPropagation                                             , 849.89  
x-reactivity                     , deepPropagation                                              , 280.89  
x-reactivity                     , diamond                                                      , 614.80  
x-reactivity                     , mux                                                          , 280.48  
x-reactivity                     , repeatedObservers                                            , 110.45  
x-reactivity                     , triangle                                                     , 191.78  
x-reactivity                     , unstable                                                     , 158.41  
x-reactivity                     , molBench                                                     , 36.77   
x-reactivity                     , cellx1000                                                    , 39.01   
x-reactivity                     , cellx2500                                                    , 129.47  
x-reactivity                     , 2-10x5 - lazy80%                                             , 2743.32 
x-reactivity                     , 6-10x10 - dyn25% - lazy80%                                   , 660.41  
x-reactivity                     , 4-1000x12 - dyn5%                                            , 1225.49 
x-reactivity                     , 25-1000x5                                                    , 1477.33 
x-reactivity                     , 3-5x500                                                      , 496.06  
x-reactivity                     , 6-100x15 - dyn50%                                            , 703.18  
