framework                        , test                                                         , time    
Svelte v5                        , updateSignals                                                , 1065.27 
Svelte v5                        , avoidablePropagation                                         , 463.74  
Svelte v5                        , broadPropagation                                             , 285.53  
Svelte v5                        , deepPropagation                                              , 132.38  
Svelte v5                        , diamond                                                      , 353.61  
Svelte v5                        , mux                                                          , 147.20  
Svelte v5                        , repeatedObservers                                            , 59.90   
Svelte v5                        , triangle                                                     , 105.64  
Svelte v5                        , unstable                                                     , 112.17  
Svelte v5                        , molBench                                                     , 22.75   
Svelte v5                        , cellx1000                                                    , 15.86   
Svelte v5                        , cellx2500                                                    , 39.22   
Svelte v5                        , 2-10x5 - lazy80%                                             , 1038.44 
Svelte v5                        , 6-10x10 - dyn25% - lazy80%                                   , 326.11  
Svelte v5                        , 4-1000x12 - dyn5%                                            , 948.81  
Svelte v5                        , 25-1000x5                                                    , 1096.66 
Svelte v5                        , 3-5x500                                                      , 197.00  
Svelte v5                        , 6-100x15 - dyn50%                                            , 401.57  
amadeus-it-group/tansu           , createSignals                                                , 45.04   
amadeus-it-group/tansu           , createComputations                                           , 781.92  
amadeus-it-group/tansu           , updateSignals                                                , 2188.17 
amadeus-it-group/tansu           , avoidablePropagation                                         , 243.90  
amadeus-it-group/tansu           , broadPropagation                                             , 501.18  
amadeus-it-group/tansu           , deepPropagation                                              , 156.06  
amadeus-it-group/tansu           , diamond                                                      , 313.51  
amadeus-it-group/tansu           , mux                                                          , 254.49  
amadeus-it-group/tansu           , repeatedObservers                                            , 59.48   
amadeus-it-group/tansu           , triangle                                                     , 99.08   
amadeus-it-group/tansu           , unstable                                                     , 121.51  
amadeus-it-group/tansu           , molBench                                                     , 21.86   
amadeus-it-group/tansu           , cellx1000                                                    , 56.93   
amadeus-it-group/tansu           , cellx2500                                                    , 173.60  
amadeus-it-group/tansu           , 2-10x5 - lazy80%                                             , 805.66  
amadeus-it-group/tansu           , 6-10x10 - dyn25% - lazy80%                                   , 452.68  
amadeus-it-group/tansu           , 4-1000x12 - dyn5%                                            , 1124.25 
amadeus-it-group/tansu           , 25-1000x5                                                    , 1236.66 
amadeus-it-group/tansu           , 3-5x500                                                      , 337.23  
amadeus-it-group/tansu           , 6-100x15 - dyn50%                                            , 603.99  
Vue                              , createSignals                                                , 9.81    
Vue                              , createComputations                                           , 222.27  
Vue                              , updateSignals                                                , 580.44  
Vue                              , avoidablePropagation                                         , 155.49  
Vue                              , broadPropagation                                             , 226.41  
Vue                              , deepPropagation                                              , 92.18   
Vue                              , diamond                                                      , 147.59  
Vue                              , mux                                                          , 169.81  
Vue                              , repeatedObservers                                            , 27.59   
Vue                              , triangle                                                     , 50.33   
Vue                              , unstable                                                     , 45.79   
Vue                              , molBench                                                     , 44.19   
Vue                              , cellx1000                                                    , 20.01   
Vue                              , cellx2500                                                    , 59.11   
Vue                              , 2-10x5 - lazy80%                                             , 466.97  
Vue                              , 6-10x10 - dyn25% - lazy80%                                   , 351.23  
Vue                              , 4-1000x12 - dyn5%                                            , 936.91  
Vue                              , 25-1000x5                                                    , 1150.81 
Vue                              , 3-5x500                                                      , 234.13  
Vue                              , 6-100x15 - dyn50%                                            , 496.98  
x-reactivity                     , createSignals                                                , 15.29   
x-reactivity                     , createComputations                                           , 393.69  
x-reactivity                     , updateSignals                                                , 1913.71 
x-reactivity                     , avoidablePropagation                                         , 282.89  
x-reactivity                     , broadPropagation                                             , 821.38  
x-reactivity                     , deepPropagation                                              , 194.48  
x-reactivity                     , diamond                                                      , 430.78  
x-reactivity                     , mux                                                          , 228.71  
x-reactivity                     , repeatedObservers                                            , 88.85   
x-reactivity                     , triangle                                                     , 187.00  
x-reactivity                     , unstable                                                     , 151.22  
x-reactivity                     , molBench                                                     , 26.89   
x-reactivity                     , cellx1000                                                    , 28.90   
x-reactivity                     , cellx2500                                                    , 91.66   
x-reactivity                     , 2-10x5 - lazy80%                                             , 2973.21 
x-reactivity                     , 6-10x10 - dyn25% - lazy80%                                   , 696.73  
x-reactivity                     , 4-1000x12 - dyn5%                                            , 1138.21 
x-reactivity                     , 25-1000x5                                                    , 1259.78 
x-reactivity                     , 3-5x500                                                      , 478.65  
x-reactivity                     , 6-100x15 - dyn50%                                            , 736.83  
