deep,1,28.7
deep,3,69.6
deep,10,172.8
deep,30,456.4
deep,100,1425.1
deep,300,4228.9
deep,1000,30449.3
deep,3000,106956.3
deep,10000,187951.4
deep,30000,522671.2
broad,1,27.3
broad,3,100.9
broad,10,309.3
broad,30,893.7
broad,100,2981.1
broad,300,10991.6
broad,1000,44491.5
broad,3000,129302.8
broad,10000,443704.1
broad,30000,1474288.5
grid,1,29.3
grid,3,101.6
grid,10,194.2
grid,30,450.4
grid,100,1640.1
grid,300,4430.5
grid,1000,34681.2
grid,3000,124449.0
grid,10000,407589.9
grid,30000,1670141.5
batch,1,31.3
batch,3,116.2
batch,10,384.8
batch,30,1109.4
batch,100,3682.9
batch,300,13330.8
batch,1000,42551.6
batch,3000,129850.6
batch,10000,427955.1
batch,30000,1345413.1
islands,1,1466.0
islands,3,1459.3
islands,10,1435.5
islands,30,1415.0
islands,100,1421.9
islands,300,1412.7
islands,1000,1414.8
islands,3000,1426.5
islands,10000,1416.6
islands,30000,1412.7
deep,1,29.7
deep,3,68.8
deep,10,173.4
deep,30,463.0
deep,100,1453.4
deep,300,4309.2
deep,1000,30551.0
deep,3000,110465.4
deep,10000,190706.6
deep,30000,549336.5
broad,1,29.7
broad,3,97.1
broad,10,307.1
broad,30,879.3
broad,100,2883.0
broad,300,11009.7
broad,1000,44589.3
broad,3000,131952.9
broad,10000,443447.7
broad,30000,1434426.2
grid,1,30.2
grid,3,101.7
grid,10,194.5
grid,30,454.1
grid,100,1652.1
grid,300,4923.3
grid,1000,34795.7
grid,3000,120805.0
grid,10000,457692.5
grid,30000,1692774.0
batch,1,31.7
batch,3,112.5
batch,10,374.3
batch,30,1094.5
batch,100,3677.7
batch,300,13467.1
batch,1000,43079.7
batch,3000,135069.7
batch,10000,432105.8
batch,30000,1392785.9
islands,1,1482.3
islands,3,1436.4
islands,10,1438.7
islands,30,1423.8
islands,100,1415.3
islands,300,1417.8
islands,1000,1427.1
islands,3000,1415.0
islands,10000,1408.7
islands,30000,1423.8
