broad,1,26.3
broad,2,69.1
broad,3,97.5
broad,10,295.3
broad,30,875.6
broad,100,2813.5
broad,300,10584.8
broad,1000,47847.4
broad,3000,124501.5
broad,10000,456280.0
broad,30000,1307060.8
grid,1,29.5
grid,2,39.8
grid,3,100.0
grid,10,195.4
grid,30,452.6
grid,100,1657.9
grid,300,4408.1
grid,1000,36183.6
grid,3000,122282.4
grid,10000,435205.3
grid,30000,1416148.0
deep,1,29.2
deep,2,52.9
deep,3,66.6
deep,10,172.8
deep,30,450.9
deep,100,1436.5
deep,300,4139.8
deep,1000,29885.9
deep,3000,107242.9
deep,10000,185521.0
deep,30000,601133.8
batch,1,31.3
batch,2,77.1
batch,3,110.7
batch,10,370.3
batch,30,1086.1
batch,100,3642.0
batch,300,13154.2
batch,1000,42024.1
batch,3000,126789.6
batch,10000,416042.9
batch,30000,1248963.6
islands,1,1434.3
islands,2,1423.8
islands,3,1419.3
islands,10,1400.1
islands,30,1403.5
islands,100,1402.5
islands,300,1420.2
islands,1000,1399.0
islands,3000,1375.8
islands,10000,1388.7
islands,30000,1394.8
